SalesID,DateKey,Date,CustomerID,ProductID,StoreID,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,Channel,IsRefunded
90282,20240303,2024-03-03,1013,5013,2007,1,1951.04,195.1,1755.94,Wallet,InPerson,0
90283,20241203,2024-12-03,1041,5021,2011,2,474.34,71.15,877.53,Wallet,InPerson,0
90284,20241016,2024-10-16,1046,5021,2008,2,267.53,0.0,535.06,UPI,InPerson,0
90285,20240815,2024-08-15,1038,5005,2005,2,4446.58,666.99,8226.17,Cash,HomeService,0
90286,20240621,2024-06-21,1053,5002,2005,1,2506.1,375.91,2130.19,Wallet,HomeService,0
90287,20241011,2024-10-11,1023,5013,2007,2,4224.05,0.0,8448.1,Cash,Online,0
90288,20241211,2024-12-11,1003,5014,2008,2,554.04,83.11,1024.97,Cash,InPerson,0
90289,20240114,2024-01-14,1045,5008,2008,1,496.26,0.0,496.26,Cash,InPerson,0
90290,20240115,2024-01-15,1046,5022,2001,3,717.68,35.88,2117.16,Wallet,InPerson,0
90291,20240218,2024-02-18,1018,5016,2005,1,3766.02,376.6,3389.42,Card,InPerson,0
90292,20241204,2024-12-04,1009,5012,2004,1,1477.41,73.87,1403.54,Wallet,InPerson,0
90293,20240927,2024-09-27,1039,5001,2001,2,2129.83,106.49,4153.17,Card,InPerson,1
90294,20241125,2024-11-25,1010,5024,2003,2,2456.67,245.67,4667.67,UPI,InPerson,0
90295,20240920,2024-09-20,1046,5003,2005,3,2731.38,136.57,8057.57,UPI,InPerson,0
90296,20240714,2024-07-14,1028,5017,2005,2,3991.41,598.71,7384.11,Wallet,HomeService,0
90297,20240603,2024-06-03,1009,5020,2009,3,3221.58,322.16,9342.58,UPI,InPerson,0
90298,20240316,2024-03-16,1046,5027,2001,2,3358.36,503.75,6212.97,Card,HomeService,0
90299,20241016,2024-10-16,1038,5009,2003,2,4645.15,0.0,9290.3,Card,InPerson,0
90300,20241215,2024-12-15,1014,5028,2002,2,1736.31,260.45,3212.17,Cash,HomeService,0
90301,20241011,2024-10-11,1018,5010,2003,1,3116.28,155.81,2960.47,Cash,Online,0
90302,20240510,2024-05-10,1037,5029,2010,2,5813.21,290.66,11335.76,Card,HomeService,0
90303,20241001,2024-10-01,1050,5027,2002,3,2500.0,375.0,7125.0,Card,InPerson,0
90304,20241215,2024-12-15,1056,5016,2010,1,2341.72,117.09,2224.63,UPI,HomeService,0
90305,20240408,2024-04-08,1039,5008,2001,1,331.11,0.0,331.11,Card,HomeService,0
90306,20240501,2024-05-01,1016,5026,2004,3,1243.89,0.0,3731.67,Wallet,InPerson,0
90307,20240807,2024-08-07,1038,5027,2010,3,4835.95,241.8,14266.05,UPI,Online,1
90308,20240918,2024-09-18,1021,5001,2007,2,4615.48,0.0,9230.96,Card,HomeService,0
90309,20240826,2024-08-26,1017,5013,2009,1,3504.12,0.0,3504.12,Card,InPerson,0
90310,20241007,2024-10-07,1033,5021,2002,3,497.74,24.89,1468.33,Wallet,HomeService,0
90311,20240601,2024-06-01,1026,5013,2011,3,3339.92,0.0,10019.76,Wallet,InPerson,0
90312,20240415,2024-04-15,1031,5010,2001,2,2663.11,399.47,4926.75,Cash,InPerson,0
90313,20240323,2024-03-23,1024,5005,2010,3,3292.13,164.61,9711.78,Wallet,Online,0
90314,20240131,2024-01-31,1003,5013,2008,1,3501.88,175.09,3326.79,Cash,HomeService,0
90315,20241211,2024-12-11,1023,5020,2009,3,4330.72,216.54,12775.62,UPI,HomeService,0
90316,20240107,2024-01-07,1017,5029,2007,3,4727.55,236.38,13946.27,UPI,Online,0
90317,20240407,2024-04-07,1032,5009,2005,3,3353.98,335.4,9726.54,Cash,HomeService,0
90318,20240724,2024-07-24,1007,5002,2002,2,2539.79,0.0,5079.58,UPI,Online,0
90319,20240419,2024-04-19,1028,5004,2006,3,1088.41,54.42,3210.81,Wallet,InPerson,0
90320,20240810,2024-08-10,1034,5029,2011,3,5528.89,829.33,15757.34,Card,Online,0
90321,20240202,2024-02-02,1004,5007,2001,3,2039.83,203.98,5915.51,Card,Online,0
90322,20240626,2024-06-26,1028,5017,2003,2,2490.37,0.0,4980.74,Wallet,InPerson,0
90323,20240619,2024-06-19,1036,5012,2007,1,1078.28,107.83,970.45,Wallet,Online,0
90324,20240929,2024-09-29,1036,5022,2007,1,657.69,32.88,624.81,Card,Online,0
90325,20240912,2024-09-12,1042,5006,2004,2,1266.96,190.04,2343.88,Wallet,Online,0
90326,20240220,2024-02-20,1044,5026,2003,3,1017.17,152.58,2898.93,UPI,InPerson,0
90327,20240408,2024-04-08,1055,5022,2008,3,993.41,149.01,2831.22,UPI,InPerson,0
90328,20240629,2024-06-29,1039,5018,2006,3,3094.8,464.22,8820.18,Cash,InPerson,0
90329,20240228,2024-02-28,1002,5026,2004,3,1718.74,85.94,5070.28,Card,Online,0
90330,20240324,2024-03-24,1052,5013,2008,3,3850.73,385.07,11167.12,Cash,InPerson,0
90331,20241129,2024-11-29,1030,5008,2004,1,460.04,46.0,414.04,Card,InPerson,0
90332,20240725,2024-07-25,1029,5021,2002,3,532.42,53.24,1544.02,Cash,HomeService,0
90333,20240709,2024-07-09,1052,5028,2004,2,2129.16,106.46,4151.86,Wallet,Online,0
90334,20241010,2024-10-10,1024,5020,2005,1,3272.39,327.24,2945.15,Card,HomeService,0
90335,20240812,2024-08-12,1058,5020,2004,2,4412.53,0.0,8825.06,Wallet,Online,0
90336,20240327,2024-03-27,1007,5025,2008,2,1802.37,0.0,3604.74,Card,HomeService,0
90337,20240926,2024-09-26,1022,5030,2007,3,4668.2,0.0,14004.6,Wallet,InPerson,0
90338,20241230,2024-12-30,1054,5029,2007,3,4975.17,746.28,14179.23,Cash,InPerson,0
90339,20241023,2024-10-23,1058,5024,2012,3,2066.17,103.31,6095.2,Cash,Online,0
90340,20241030,2024-10-30,1025,5017,2006,2,4662.48,466.25,8858.71,Wallet,Online,0
90341,20240829,2024-08-29,1009,5017,2010,2,4095.68,409.57,7781.79,Card,InPerson,0
90342,20240525,2024-05-25,1023,5019,2011,3,3079.11,461.87,8775.46,UPI,InPerson,0
90343,20240125,2024-01-25,1040,5006,2002,1,1607.29,80.36,1526.93,Wallet,HomeService,0
90344,20241112,2024-11-12,1032,5004,2010,2,1740.26,87.01,3393.51,Card,HomeService,0
90345,20240710,2024-07-10,1050,5004,2011,1,1352.93,67.65,1285.28,Wallet,Online,0
90346,20240228,2024-02-28,1007,5008,2007,1,549.19,27.46,521.73,Wallet,HomeService,0
90347,20240624,2024-06-24,1023,5013,2010,3,3804.42,0.0,11413.26,Card,HomeService,0
90348,20241027,2024-10-27,1030,5020,2012,2,3464.59,519.69,6409.49,Card,HomeService,0
90349,20240711,2024-07-11,1025,5029,2007,2,6115.33,917.3,11313.36,Card,InPerson,0
90350,20240124,2024-01-24,1013,5006,2012,3,1094.83,54.74,3229.75,Card,InPerson,0
90351,20240920,2024-09-20,1029,5026,2002,1,1131.18,0.0,1131.18,Cash,InPerson,0
90352,20240422,2024-04-22,1020,5028,2009,3,1646.18,246.93,4691.61,Card,Online,0
90353,20240830,2024-08-30,1036,5009,2005,3,5728.11,859.22,16325.11,Card,InPerson,0
90354,20240505,2024-05-05,1003,5029,2005,1,3878.08,193.9,3684.18,UPI,HomeService,0
90355,20240324,2024-03-24,1021,5015,2006,2,2933.74,440.06,5427.42,Wallet,InPerson,0
90356,20240525,2024-05-25,1050,5020,2004,2,6111.8,916.77,11306.83,Card,HomeService,0
90357,20240910,2024-09-10,1008,5001,2009,2,3155.53,315.55,5995.51,Wallet,HomeService,0
90358,20240707,2024-07-07,1046,5008,2003,1,407.98,20.4,387.58,Wallet,Online,0
90359,20241127,2024-11-27,1029,5019,2003,1,1852.64,92.63,1760.01,Cash,InPerson,0
90360,20241109,2024-11-09,1023,5022,2006,3,993.32,149.0,2830.96,Wallet,HomeService,0
90361,20241229,2024-12-29,1042,5023,2008,1,4291.04,429.1,3861.94,Card,HomeService,0
90362,20241022,2024-10-22,1017,5023,2006,1,6072.23,910.83,5161.4,Card,HomeService,0
90363,20240626,2024-06-26,1040,5007,2008,1,3665.55,366.56,3298.99,Card,Online,0
90364,20241015,2024-10-15,1030,5001,2008,2,3967.45,0.0,7934.9,Card,Online,1
90365,20240607,2024-06-07,1036,5026,2003,2,1697.47,169.75,3225.19,UPI,InPerson,0
90366,20241021,2024-10-21,1056,5028,2011,2,1802.43,90.12,3514.74,Card,HomeService,0
90367,20241215,2024-12-15,1030,5019,2007,3,2974.39,446.16,8477.01,Wallet,Online,0
90368,20240802,2024-08-02,1041,5015,2008,2,6143.51,0.0,12287.02,UPI,Online,0
90369,20240213,2024-02-13,1019,5013,2001,3,3045.68,152.28,8984.76,Wallet,HomeService,0
90370,20241025,2024-10-25,1031,5002,2012,3,3037.83,455.67,8657.82,Wallet,InPerson,0
90371,20240626,2024-06-26,1027,5012,2008,1,886.0,132.9,753.1,Card,Online,0
90372,20240903,2024-09-03,1038,5023,2001,1,4335.05,433.51,3901.54,Wallet,HomeService,0
90373,20241011,2024-10-11,1031,5027,2002,1,2848.65,0.0,2848.65,Card,HomeService,0
90374,20240607,2024-06-07,1022,5013,2012,2,4400.6,0.0,8801.2,UPI,InPerson,0
90375,20240424,2024-04-24,1046,5007,2011,1,3831.29,0.0,3831.29,Wallet,Online,0
90376,20241128,2024-11-28,1049,5008,2010,2,466.56,46.66,886.46,UPI,InPerson,0
90377,20240312,2024-03-12,1045,5010,2001,3,3498.7,524.8,9971.3,Cash,Online,0
90378,20241230,2024-12-30,1049,5025,2003,2,1648.38,82.42,3214.34,Card,InPerson,0
90379,20240117,2024-01-17,1045,5012,2011,1,1171.77,0.0,1171.77,Cash,InPerson,0
90380,20240115,2024-01-15,1011,5013,2011,3,4401.37,0.0,13204.11,UPI,InPerson,0
90381,20240118,2024-01-18,1004,5006,2006,1,1535.5,76.78,1458.72,UPI,Online,0
90382,20240422,2024-04-22,1039,5005,2008,1,4211.23,0.0,4211.23,Card,InPerson,0
90383,20240911,2024-09-11,1032,5025,2002,3,3390.98,169.55,10003.39,Wallet,Online,0
90384,20240803,2024-08-03,1030,5003,2005,2,3097.1,464.56,5729.64,UPI,InPerson,1
90385,20240304,2024-03-04,1037,5010,2001,1,4776.74,238.84,4537.9,Card,InPerson,0
90386,20240822,2024-08-22,1033,5011,2010,1,6142.51,0.0,6142.51,Cash,HomeService,0
90387,20240410,2024-04-10,1012,5002,2004,1,2837.54,283.75,2553.79,Cash,HomeService,0
90388,20240416,2024-04-16,1035,5027,2006,1,2910.15,436.52,2473.63,Card,InPerson,0
90389,20240817,2024-08-17,1018,5026,2002,1,1284.08,64.2,1219.88,Wallet,Online,0
90390,20240504,2024-05-04,1056,5010,2007,2,3106.73,310.67,5902.79,Wallet,Online,0
90391,20240627,2024-06-27,1026,5010,2005,1,2688.7,403.3,2285.4,Wallet,HomeService,0
90392,20240606,2024-06-06,1040,5030,2002,1,5022.96,502.3,4520.66,UPI,InPerson,0
90393,20240116,2024-01-16,1048,5016,2009,1,2129.86,106.49,2023.37,Wallet,HomeService,0
90394,20240103,2024-01-03,1043,5027,2002,1,3955.14,197.76,3757.38,Card,Online,0
90395,20240829,2024-08-29,1017,5026,2011,1,1704.14,0.0,1704.14,Wallet,HomeService,0
90396,20240121,2024-01-21,1049,5003,2012,2,2320.08,232.01,4408.15,UPI,HomeService,0
90397,20241004,2024-10-04,1037,5008,2005,3,520.54,52.05,1509.57,Cash,Online,0
90398,20240314,2024-03-14,1041,5023,2002,1,3445.62,344.56,3101.06,Card,InPerson,0
90399,20240330,2024-03-30,1009,5023,2009,2,4491.09,224.55,8757.63,Wallet,InPerson,0
90400,20241103,2024-11-03,1053,5030,2012,2,2771.27,415.69,5126.85,Card,HomeService,0
90401,20240112,2024-01-12,1028,5030,2008,2,3179.37,0.0,6358.74,Card,InPerson,0
90402,20241116,2024-11-16,1029,5009,2005,2,3266.65,490.0,6043.3,Wallet,HomeService,0
90403,20240211,2024-02-11,1003,5014,2010,2,587.69,88.15,1087.23,Cash,InPerson,0
90404,20240112,2024-01-12,1035,5021,2005,3,306.55,30.66,888.99,Card,InPerson,0
90405,20240819,2024-08-19,1035,5020,2003,1,6503.35,325.17,6178.18,Wallet,HomeService,0
90406,20240514,2024-05-14,1034,5006,2012,3,1749.29,262.39,4985.48,Cash,HomeService,0
90407,20240810,2024-08-10,1051,5011,2004,1,4821.82,723.27,4098.55,Card,Online,0
90408,20240123,2024-01-23,1018,5023,2004,3,6459.63,968.94,18409.95,Cash,InPerson,0
90409,20240613,2024-06-13,1043,5006,2005,2,868.36,86.84,1649.88,Cash,HomeService,0
90410,20241016,2024-10-16,1031,5010,2007,2,4177.24,208.86,8145.62,Wallet,InPerson,0
90411,20240204,2024-02-04,1040,5015,2003,1,6203.17,930.48,5272.69,Card,HomeService,0
90412,20240427,2024-04-27,1015,5002,2003,3,2315.09,347.26,6598.01,Cash,InPerson,0
90413,20240620,2024-06-20,1011,5027,2007,3,4910.77,491.08,14241.23,Cash,Online,0
90414,20241112,2024-11-12,1030,5004,2004,2,1219.14,182.87,2255.41,Cash,InPerson,0
90415,20240814,2024-08-14,1015,5013,2004,3,3598.15,359.82,10434.63,Wallet,HomeService,0
90416,20240326,2024-03-26,1019,5010,2007,2,4322.52,216.13,8428.91,Cash,HomeService,0
90417,20240215,2024-02-15,1028,5009,2003,2,4207.6,631.14,7784.06,Card,HomeService,0
90418,20240123,2024-01-23,1023,5001,2004,2,2742.57,274.26,5210.88,UPI,InPerson,0
90419,20240926,2024-09-26,1013,5019,2002,3,1792.07,179.21,5197.0,Cash,HomeService,0
90420,20240830,2024-08-30,1050,5011,2001,1,5734.27,0.0,5734.27,Wallet,HomeService,0
90421,20240404,2024-04-04,1033,5024,2002,2,1759.68,263.95,3255.41,UPI,HomeService,0
90422,20240808,2024-08-08,1018,5002,2002,1,2663.36,133.17,2530.19,Wallet,Online,0
90423,20241029,2024-10-29,1047,5027,2012,1,2292.87,0.0,2292.87,Wallet,HomeService,0
90424,20240722,2024-07-22,1015,5002,2002,1,3916.97,587.55,3329.42,Card,InPerson,0
90425,20240711,2024-07-11,1001,5007,2007,1,3900.94,195.05,3705.89,Card,HomeService,1
90426,20240204,2024-02-04,1004,5006,2007,3,1167.92,175.19,3328.57,Cash,Online,0
90427,20240831,2024-08-31,1016,5005,2008,3,3697.64,184.88,10908.04,Cash,HomeService,0
90428,20240805,2024-08-05,1006,5030,2003,2,3769.86,188.49,7351.23,Card,HomeService,0
90429,20241219,2024-12-19,1009,5019,2001,1,1416.48,70.82,1345.66,Card,Online,0
90430,20240411,2024-04-11,1042,5029,2009,3,3070.38,0.0,9211.14,Card,HomeService,0
90431,20240421,2024-04-21,1023,5001,2007,1,2800.02,140.0,2660.02,Wallet,Online,0
90432,20240506,2024-05-06,1052,5016,2006,1,2042.84,204.28,1838.56,Cash,HomeService,0
90433,20240305,2024-03-05,1049,5018,2001,1,2815.55,140.78,2674.77,Cash,HomeService,0
90434,20240116,2024-01-16,1049,5029,2012,2,6317.52,315.88,12319.16,Card,Online,0
90435,20240120,2024-01-20,1011,5011,2011,2,6176.62,926.49,11426.75,Card,Online,0
90436,20241026,2024-10-26,1016,5022,2012,2,902.41,0.0,1804.82,Card,Online,0
90437,20240413,2024-04-13,1017,5006,2008,2,1515.63,227.34,2803.92,Wallet,Online,0
90438,20240829,2024-08-29,1008,5014,2012,1,1113.75,0.0,1113.75,Card,HomeService,0
90439,20240616,2024-06-16,1003,5005,2003,3,2241.91,0.0,6725.73,Cash,InPerson,0
90440,20240810,2024-08-10,1049,5003,2005,2,2514.29,377.14,4651.44,Cash,Online,0
90441,20240229,2024-02-29,1032,5026,2003,2,1046.1,52.3,2039.9,Cash,Online,0
90442,20240403,2024-04-03,1019,5018,2004,1,3921.77,196.09,3725.68,Cash,Online,0
90443,20240417,2024-04-17,1006,5025,2008,1,1837.31,91.87,1745.44,Wallet,HomeService,0
90444,20240602,2024-06-02,1013,5014,2009,3,1212.63,60.63,3577.26,Wallet,Online,1
90445,20240807,2024-08-07,1031,5021,2006,3,377.19,56.58,1074.99,UPI,InPerson,0
90446,20240520,2024-05-20,1048,5011,2006,2,5577.51,278.88,10876.14,Card,Online,0
90447,20240427,2024-04-27,1047,5024,2006,1,1800.14,270.02,1530.12,Cash,Online,0
90448,20240307,2024-03-07,1005,5015,2002,2,6199.58,309.98,12089.18,Cash,InPerson,0
90449,20240521,2024-05-21,1055,5023,2003,3,3453.01,517.95,9841.08,Card,HomeService,0
90450,20241024,2024-10-24,1018,5029,2001,2,4079.79,611.97,7547.61,Wallet,Online,0
90451,20240714,2024-07-14,1014,5019,2004,2,2448.33,122.42,4774.24,Wallet,Online,0
90452,20240525,2024-05-25,1039,5020,2009,2,6407.96,640.8,12175.12,Wallet,HomeService,0
90453,20240516,2024-05-16,1028,5013,2009,1,4289.32,428.93,3860.39,Wallet,HomeService,0
90454,20240922,2024-09-22,1040,5009,2010,1,2760.17,276.02,2484.15,Wallet,HomeService,0
90455,20240929,2024-09-29,1001,5014,2012,1,737.67,110.65,627.02,UPI,Online,0
90456,20240929,2024-09-29,1028,5029,2011,2,6071.43,0.0,12142.86,Card,HomeService,0
90457,20241010,2024-10-10,1021,5018,2002,1,3017.27,301.73,2715.54,Card,InPerson,0
90458,20241219,2024-12-19,1022,5021,2005,3,383.22,19.16,1130.5,Cash,HomeService,0
90459,20241103,2024-11-03,1022,5015,2011,3,6147.39,614.74,17827.43,UPI,Online,0
90460,20240324,2024-03-24,1058,5007,2008,1,2121.17,106.06,2015.11,UPI,InPerson,0
90461,20240812,2024-08-12,1046,5003,2011,3,2806.02,0.0,8418.06,Wallet,HomeService,0
90462,20241024,2024-10-24,1030,5001,2011,2,2991.25,448.69,5533.81,Wallet,Online,0
90463,20240904,2024-09-04,1046,5001,2003,3,4836.38,725.46,13783.68,UPI,InPerson,0
90464,20240506,2024-05-06,1024,5008,2005,3,505.92,50.59,1467.17,Cash,HomeService,0
90465,20240304,2024-03-04,1021,5011,2006,1,4898.51,489.85,4408.66,Card,Online,0
90466,20240911,2024-09-11,1042,5006,2012,1,1097.14,109.71,987.43,Wallet,InPerson,0
90467,20240120,2024-01-20,1048,5019,2009,1,2010.2,100.51,1909.69,Wallet,HomeService,0
90468,20240411,2024-04-11,1021,5016,2009,3,3306.03,495.9,9422.19,Cash,Online,0
90469,20240124,2024-01-24,1016,5026,2012,1,1774.28,177.43,1596.85,UPI,HomeService,0
90470,20240611,2024-06-11,1034,5014,2008,2,765.16,0.0,1530.32,Wallet,InPerson,0
90471,20241227,2024-12-27,1030,5004,2011,1,1999.91,100.0,1899.91,Cash,InPerson,0
90472,20241003,2024-10-03,1045,5007,2005,2,2317.6,347.64,4287.56,UPI,InPerson,0
90473,20241016,2024-10-16,1036,5006,2011,2,898.45,0.0,1796.9,Card,HomeService,0
90474,20240725,2024-07-25,1038,5009,2002,1,2753.07,275.31,2477.76,Cash,HomeService,0
90475,20241211,2024-12-11,1031,5002,2008,3,3918.69,391.87,11364.2,Cash,InPerson,0
90476,20240202,2024-02-02,1030,5021,2006,2,376.93,37.69,716.17,Wallet,HomeService,0
90477,20240208,2024-02-08,1020,5002,2004,2,3610.57,0.0,7221.14,Card,Online,0
90478,20240621,2024-06-21,1038,5021,2012,1,397.08,19.85,377.23,Wallet,InPerson,0
90479,20240916,2024-09-16,1047,5030,2008,3,3618.46,180.92,10674.46,Wallet,Online,0
90480,20240521,2024-05-21,1049,5013,2007,2,3570.56,357.06,6784.06,UPI,Online,0
90481,20240409,2024-04-09,1027,5012,2004,2,1574.5,78.73,3070.27,UPI,InPerson,0
90482,20241204,2024-12-04,1042,5002,2005,3,1743.73,174.37,5056.82,Wallet,InPerson,0
90483,20240812,2024-08-12,1010,5005,2005,2,2090.43,104.52,4076.34,Wallet,HomeService,0
90484,20240906,2024-09-06,1028,5014,2011,3,879.25,131.89,2505.86,UPI,InPerson,0
90485,20241117,2024-11-17,1046,5017,2011,1,3654.06,0.0,3654.06,UPI,Online,0
90486,20241012,2024-10-12,1045,5020,2003,3,4648.37,232.42,13712.69,Cash,HomeService,0
90487,20240606,2024-06-06,1007,5016,2004,3,2466.09,123.3,7274.97,Wallet,InPerson,0
90488,20240728,2024-07-28,1007,5002,2001,2,3756.5,0.0,7513.0,Cash,Online,0
90489,20240523,2024-05-23,1036,5015,2008,2,3297.98,164.9,6431.06,Cash,InPerson,0
90490,20240601,2024-06-01,1031,5007,2003,1,2532.34,0.0,2532.34,Cash,InPerson,0
90491,20241224,2024-12-24,1014,5020,2005,3,3258.26,488.74,9286.04,UPI,HomeService,0
90492,20240318,2024-03-18,1037,5001,2009,2,3661.5,549.23,6773.77,UPI,HomeService,0
90493,20240721,2024-07-21,1040,5008,2003,1,317.69,0.0,317.69,Cash,InPerson,0
90494,20241009,2024-10-09,1037,5004,2005,1,1137.14,170.57,966.57,Cash,HomeService,0
90495,20241128,2024-11-28,1044,5001,2008,1,2670.06,133.5,2536.56,Cash,InPerson,0
90496,20240531,2024-05-31,1023,5019,2007,1,1817.47,90.87,1726.6,Cash,InPerson,0
90497,20240414,2024-04-14,1010,5020,2008,1,3901.58,585.24,3316.34,Cash,Online,0
90498,20240131,2024-01-31,1051,5001,2004,3,4405.31,660.8,12555.13,Cash,HomeService,0
90499,20241203,2024-12-03,1025,5015,2012,3,5270.02,0.0,15810.06,Card,HomeService,1
90500,20241113,2024-11-13,1036,5001,2001,1,3495.83,349.58,3146.25,Wallet,Online,0
90501,20241213,2024-12-13,1037,5020,2006,1,4982.09,249.1,4732.99,UPI,Online,0
90502,20241205,2024-12-05,1011,5012,2012,1,1528.93,152.89,1376.04,Wallet,InPerson,0
90503,20240517,2024-05-17,1050,5018,2009,1,3240.52,324.05,2916.47,Cash,InPerson,0
90504,20240112,2024-01-12,1039,5022,2005,3,853.74,42.69,2518.53,Wallet,Online,0
90505,20241216,2024-12-16,1042,5012,2005,1,1068.8,53.44,1015.36,UPI,Online,0
90506,20240321,2024-03-21,1040,5009,2012,3,5216.4,0.0,15649.2,UPI,HomeService,0
90507,20240615,2024-06-15,1057,5017,2003,3,5124.94,256.25,15118.57,Card,HomeService,0
90508,20240227,2024-02-27,1045,5026,2011,2,1164.92,58.25,2271.59,Cash,HomeService,0
90509,20240611,2024-06-11,1010,5001,2008,2,3197.24,0.0,6394.48,Wallet,Online,0
90510,20240120,2024-01-20,1001,5006,2012,1,1356.15,0.0,1356.15,UPI,HomeService,0
90511,20241121,2024-11-21,1003,5012,2004,2,1550.66,155.07,2946.25,Wallet,InPerson,0
90512,20240130,2024-01-30,1047,5013,2009,3,3416.65,341.67,9908.28,Card,HomeService,0
90513,20241129,2024-11-29,1057,5015,2006,3,5298.47,264.92,15630.49,Wallet,InPerson,0
90514,20240501,2024-05-01,1002,5014,2012,2,788.67,39.43,1537.91,Card,InPerson,0
90515,20240813,2024-08-13,1008,5015,2010,3,4942.25,247.11,14579.64,Cash,HomeService,0
90516,20240525,2024-05-25,1023,5002,2009,2,3297.55,164.88,6430.22,Cash,InPerson,0
90517,20240810,2024-08-10,1027,5015,2005,1,5148.54,0.0,5148.54,Wallet,Online,0
90518,20240902,2024-09-02,1045,5006,2010,2,1403.11,70.16,2736.06,Cash,HomeService,0
90519,20240630,2024-06-30,1027,5015,2001,2,5853.56,585.36,11121.76,Cash,HomeService,0
90520,20240310,2024-03-10,1004,5003,2011,1,3319.92,331.99,2987.93,Card,InPerson,0
90521,20240419,2024-04-19,1045,5003,2012,1,2864.8,286.48,2578.32,Card,Online,0
90522,20240224,2024-02-24,1050,5006,2012,3,1429.52,0.0,4288.56,Wallet,Online,0
90523,20240717,2024-07-17,1008,5026,2012,2,1596.77,79.84,3113.7,Card,HomeService,0
90524,20240401,2024-04-01,1014,5029,2006,3,6271.74,627.17,18188.05,Card,HomeService,0
90525,20241019,2024-10-19,1034,5023,2007,3,5406.59,540.66,15679.11,Wallet,Online,0
90526,20240229,2024-02-29,1008,5001,2001,3,2741.72,137.09,8088.07,Cash,InPerson,0
90527,20241030,2024-10-30,1048,5013,2003,3,3529.18,352.92,10234.62,UPI,Online,0
90528,20240723,2024-07-23,1002,5016,2005,3,2520.41,378.06,7183.17,Card,InPerson,0
90529,20240327,2024-03-27,1035,5013,2007,2,3105.48,465.82,5745.14,Cash,InPerson,0
90530,20241113,2024-11-13,1017,5026,2005,2,1064.41,106.44,2022.38,UPI,Online,0
90531,20241115,2024-11-15,1012,5025,2006,2,2552.45,382.87,4722.03,UPI,HomeService,0
90532,20240718,2024-07-18,1025,5028,2002,1,1746.46,0.0,1746.46,Wallet,HomeService,0
90533,20240404,2024-04-04,1057,5010,2001,2,4204.85,630.73,7778.97,Wallet,Online,0
90534,20240514,2024-05-14,1009,5009,2010,3,3063.27,0.0,9189.81,Cash,HomeService,0
90535,20240101,2024-01-01,1034,5026,2004,1,1656.29,248.44,1407.85,Card,InPerson,0
90536,20240706,2024-07-06,1047,5011,2002,2,6393.33,959.0,11827.66,UPI,InPerson,0
90537,20241225,2024-12-25,1036,5013,2010,2,3146.12,0.0,6292.24,Wallet,HomeService,0
90538,20240816,2024-08-16,1021,5003,2002,1,1453.94,0.0,1453.94,Cash,InPerson,0
90539,20240108,2024-01-08,1044,5011,2011,2,5248.42,0.0,10496.84,Cash,Online,0
90540,20240624,2024-06-24,1007,5027,2005,3,4212.71,421.27,12216.86,UPI,InPerson,0
90541,20241204,2024-12-04,1004,5007,2006,1,2283.33,114.17,2169.16,UPI,Online,0
90542,20241222,2024-12-22,1017,5024,2001,1,1815.37,181.54,1633.83,UPI,Online,0
90543,20241204,2024-12-04,1036,5024,2005,3,1990.99,0.0,5972.97,Card,InPerson,0
90544,20240510,2024-05-10,1007,5029,2008,1,5235.25,523.52,4711.73,Wallet,InPerson,0
90545,20241121,2024-11-21,1038,5030,2003,3,2379.73,118.99,7020.2,Wallet,Online,0
90546,20240806,2024-08-06,1016,5011,2010,3,5298.44,529.84,15365.48,Cash,InPerson,0
90547,20240617,2024-06-17,1058,5005,2007,2,4472.14,447.21,8497.07,Wallet,InPerson,0
90548,20240417,2024-04-17,1021,5007,2009,2,2827.2,282.72,5371.68,Wallet,HomeService,0
90549,20240315,2024-03-15,1029,5029,2009,2,5394.51,539.45,10249.57,Wallet,InPerson,0
90550,20240318,2024-03-18,1047,5025,2008,3,1981.16,0.0,5943.48,Wallet,InPerson,0
90551,20240306,2024-03-06,1018,5010,2003,1,3608.34,541.25,3067.09,Wallet,InPerson,0
90552,20240901,2024-09-01,1004,5024,2001,3,2271.4,340.71,6473.49,UPI,HomeService,0
90553,20241202,2024-12-02,1051,5006,2008,3,1606.49,160.65,4658.82,Wallet,InPerson,0
90554,20240824,2024-08-24,1001,5004,2003,1,1492.84,223.93,1268.91,Cash,InPerson,0
90555,20240729,2024-07-29,1057,5022,2012,2,1207.61,120.76,2294.46,Wallet,Online,0
90556,20240618,2024-06-18,1019,5006,2003,2,1268.99,190.35,2347.63,Cash,Online,0
90557,20241011,2024-10-11,1039,5028,2006,2,2128.71,212.87,4044.55,Wallet,HomeService,0
90558,20240620,2024-06-20,1045,5021,2008,3,381.34,38.13,1105.89,Wallet,InPerson,0
90559,20240307,2024-03-07,1033,5023,2004,3,5081.05,508.11,14735.04,Cash,Online,0
90560,20240503,2024-05-03,1023,5004,2001,1,2386.28,238.63,2147.65,Wallet,HomeService,0
90561,20240821,2024-08-21,1020,5016,2007,3,2594.75,259.48,7524.77,UPI,HomeService,0
90562,20241202,2024-12-02,1015,5001,2007,3,4137.19,206.86,12204.71,Wallet,HomeService,0
90563,20240521,2024-05-21,1019,5004,2004,3,2164.04,108.2,6383.92,Card,InPerson,0
